response,model_type,full_predictors,stepwise_predictors,rmse,r_squared,aic
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, PPT_30d","PercWet_7d, PPT_30d",0.9060643801706628,0.13999739024176955,2605.480281111285
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, PPT_60d","PercWet_7d, PPT_60d",0.91710385407402,0.133826630506286,2612.3511047562893
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Q_1d","PercWet_7d, Q_1d",0.9373926672286342,0.07261816379761762,2677.968474784578
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Q_7d","PercWet_7d, Q_7d",0.935922303326209,0.08446852323388938,2665.6093992911706
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Q_14d",Q_14d,0.9437373446297581,0.06492683257489369,2681.905752527176
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Q_30d",Q_30d,0.9340876918740828,0.10693568270424794,2637.7322554429684
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Q_60d",Q_60d,0.9204270501520908,0.13266174879049258,2609.642646715403
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, exeProb","PercWet_7d, exeProb",0.9331050216758927,0.13630776930516506,2609.5943865227878
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Depth_1d","PercWet_7d, Depth_1d",0.8858683575088178,0.2036383111680654,2531.596719235782
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Depth_7d","PercWet_7d, Depth_7d",0.8681245314564459,0.24000463174838257,2486.678496436373
minDO.pctsat,linear,"PercWet_7d, dPercWet_7d, Depth_14d","PercWet_7d, Depth_14d",0.8588415556153454,0.24681696852545515,2478.0255842962024
